amfi_code,return_3yr_pct,sharpe_ratio,alpha_annualized_pct,max_drawdown_pct,scheme_name,category,expense_ratio_pct,score_3yr,score_sharpe,score_alpha,score_expense,score_maxdd,fund_scorecard
120507,7.392538786263403,0.4957233929533125,6.746210411099539,-0.09773140045925555,ICICI Pru Liquid Fund - Regular - Growth,Debt,0.74,30.0,45.0,25.0,82.5,100.0,47.625
119093,20.8115598266319,0.12961449795669316,8.232801295222094,-21.751396370148225,Axis Bluechip Fund - Direct - Growth,Equity,0.75,62.5,30.0,32.5,80.0,25.0,47.25
102887,25.549670172502026,0.6195175900829826,16.211256794033254,-21.539827112383225,UTI Flexi Cap Fund - Regular - Growth,Equity,1.64,70.0,47.5,50.0,1.2499999999999956,27.500000000000004,45.8125
149322,18.03973982038829,0.46403744922047724,13.173190226099432,-14.844576917771747,DSP Top 100 Equity Fund - Regular - Growth,Equity,1.54,50.0,40.0,42.5,23.750000000000004,62.5,43.3125
125498,11.242518737374208,0.3006119210425476,11.98910097121797,-21.11727956013212,HDFC Mid-Cap Opportunities Fund - Direct - Growth,Equity,0.78,37.5,35.0,37.5,75.0,30.0,41.75
120844,6.694394239074852,-0.08874729621557328,6.4556774953759986,-0.11629327956168556,Kotak Liquid Fund - Regular - Growth,Debt,0.6,27.500000000000004,17.5,22.5,92.5,97.5,40.75
120841,17.263014444437943,0.4942725378672354,13.042924450705446,-17.57361416468729,Kotak Bluechip Fund - Regular - Growth,Equity,1.59,47.5,42.5,40.0,12.5,42.5,39.0
118634,8.0060298597036,0.44843400890899143,17.50072167561127,-23.34488614483311,Nippon India Small Cap Fund - Regular - Growth,Equity,1.53,35.0,37.5,57.49999999999999,28.749999999999996,22.5,37.9375
118636,4.061259859840338,-0.3566295075143681,5.074772999976104,-8.316361763638703,Nippon India Gilt Securities Fund - Regular - Growth,Debt,0.55,20.0,7.5,15.0,97.5,87.5,34.25
119120,5.838988442093762,-0.22657538662791604,5.620895216638369,-4.328728923970093,SBI Magnum Gilt Fund - Regular Plan - Growth,Debt,0.77,22.5,10.0,17.5,77.5,90.0,33.375
101208,6.314299292105274,-0.8155673679088274,6.086145795787115,-0.16224980244717857,ABSL Liquid Fund - Regular - Growth,Debt,0.79,25.0,2.5,20.0,72.5,95.0,32.5
100025,3.9154793546847033,-0.5670947928476846,4.281792031506088,-4.308263824636349,HDFC Short Term Debt Fund - Regular - Growth,Debt,0.56,17.5,5.0,7.5,95.0,92.5,31.5
120842,7.75416750547262,0.07599984804658917,7.80443887615508,-24.003511326274886,Kotak Emerging Equity Fund - Regular - Growth,Equity,1.56,32.5,27.500000000000004,30.0,17.500000000000004,20.0,27.25
119599,-1.337083602283895,-0.05718662582817994,4.882421594553985,-52.57422117012851,SBI Small Cap Fund - Direct Plan - Growth,Equity,0.72,7.5,22.5,12.5,86.25,2.5,23.5625
119092,0.5257668501786883,0.030784850954585892,6.899529821677549,-14.401617909337261,Axis Bluechip Fund - Regular - Growth,Equity,1.64,12.5,25.0,27.500000000000004,1.2499999999999956,65.0,22.1875
101207,-4.151453816140693,0.16266076928646767,10.897091901704538,-35.44691649336603,ABSL Small Cap Fund - Regular - Growth,Equity,1.53,5.0,32.5,35.0,28.749999999999996,7.5,21.6875
119095,-11.703299329834216,-0.07597357117478919,4.801595363775955,-51.677753708526566,Axis Small Cap Fund - Regular - Growth,Equity,1.38,2.5,20.0,10.0,57.49999999999999,5.0,16.875
100016,1.2923525892154508,-0.20151706755966947,3.747580763443281,-24.734440880673304,HDFC Top 100 Fund - Regular Plan - Growth,Equity,1.55,15.0,15.0,5.0,19.999999999999996,17.5,14.0
102886,-0.7672319440258146,-0.20583160785470325,2.8969397866379443,-28.00112356639287,UTI Mid Cap Fund - Regular - Growth,Equity,1.51,10.0,12.5,2.5,38.74999999999999,15.0,13.9375
